msno,city,bd,gender,registered_via,registration_init_time
nFl9otuNl2kghTlepvhq6peQieLRMaqyQtHXrCiKiDo=,1,0,,7,20130510
u2soSA88Q/BV+qOb9F7JS5kYFnySBj7Rz0DhtL4Zfd0=,1,0,,7,20130511
9QK9HyLnotl98KY3IpfG3StkDLO0Ir4/X6NvEbwMby4=,1,0,,7,20130511
43anqB+FLeXj/KnLlbIr432jLt02/Zlf2OKZSD4CG3I=,1,0,,7,20130519
Yb1XSLVHQDTLmhmW4LCOhbXevIdoA0yNAyKhdjPnJys=,14,21,male,3,20130519
BZ7XFvXfE3SWBc4GqXrAfsHzjLgUU/aIiHr4EhfChPw=,6,0,,3,20130523
89HBd1V7J6QIu8CXx/I1uFX0GSq2AV1xkQhkcv7cOvY=,1,0,,7,20130526
xV2/bgFJ66EedFC1ILD+6i9CUEyh/z0vjn/Sb895FBE=,22,37,female,9,20130601
pw6b0cW2e8xO181Y5ETXrcrYJ0+zST1F0p3c0Yf9Gnc=,1,0,,7,20130601
imoruJbiKwdYoKO/6hCMjmcjIP/XUWxoRGmzQ92z4Ho=,1,0,,7,20130602
zBRQeV31y0fF9cKVuMOBYJ/RhWIfTxQ+rwozhT40C/w=,13,28,male,3,20130603
PgSlEJeUIoQoTEzucFF1cWDs0LKx7O26/25DXeP2/HM=,1,0,,7,20130605
w2jjzhK36Kq6IpZq9mZTPIvNXQUx6v5fdVgtwdJlwIY=,4,29,female,3,20130610
lq1U42IXUEepTNmDdU1Ye8HwFBdEQXvA+UEqGIKt4TY=,1,0,,7,20130614
vGgaahnACmjx3cfZfGoTLoR+2s+ZBRLVerGJIQhAOj4=,6,23,male,7,20130616
CAFHFJ5R3K32rQHKxwRamDwGZTQNOHik+P3+1ttV7kQ=,1,0,,7,20130627
SV1GU7GCPz2DQk7oVE4/qDqF2oyLx0/ED0XeGJCtg2A=,1,0,,7,20130704
RcuO1utV/sUkYKHJIy3R4+47fkaQba9toLTSVrwVV/w=,1,28,female,7,20130705
2PVwResjjjpWiGNhc4dhJ+PjJL2P5LPEJ6oxFHIiFSQ=,1,0,,7,20130706
KX80yxfjHoRuymV10F5oFuhKsL8cJpyUAzZ9OSUEXtA=,1,0,,7,20150815
nTBLbrOBP+r6cQenXc/etw8U2wdz6cjKnqfcgnXxhoU=,1,0,,7,20150819
WFZqZNsOMv6ClebSqSzcyqa9+vAGgfF965Bpu53RN6M=,1,0,,7,20150820
9xiGiRkZB1HsLjst6C4xiZUy2ta8rl/XbtUA4q9VD+A=,8,0,,9,20150822
VaZThYg4vCB3C66hVsg0JzN5LyxzFrMnCpfbjp1tNfU=,22,17,male,3,20150822
+Ytm2NPQEiN9N74uaDgk2wPZFlrswYG5ED2Zva5jHD0=,1,0,,7,20150824
auiyKJ+yn9rg13BHk3wLTdIq3t8COh31cMTDQTZ/va4=,1,0,,7,20101013
EzITktJRCc6D6nt86/wEQpnhPk/MWQU3pQ9DX87AEso=,1,0,,7,20101101
6gE3ZMSr394vxQ1wExVaYyyJ1WOFsXjZ+9V8F8smUwQ=,1,0,,7,20101115
DJZ6QcywHjD3PICekZXtOvr8d+Bg/Gh3AfImncJsShY=,15,42,female,9,20101120
Xqw5Q6zrRoK8oNPrPq29dQol3Th3ODQ2n7pviUrrWGc=,22,33,male,7,20101120
uBaLeQOW9nA6WJB1E4x6Ys5DW0YkzlxooZ6DXffbf+w=,15,25,female,9,20101123
LFCX6gfTers6PcU14iV/27bjw2oQmya1PBTIoz7/FaU=,4,29,female,9,20101125
xZ0mHP4NtoSF9iRtYrmOUNRKsKmCk06gnZgI6mNQZeU=,4,31,female,9,20101203
a1Z6mrgCKkNIKGE9ENQ6kEyYXeZiZOino/4B8MYAR34=,13,43,,7,20101205
XCB6MTKZFvQiYyb80/XJNra/p4MwtukPabtN4DvFgq8=,13,36,male,9,20101207
CWqiRr6xAJCWQcQDBeih/miKgGcbptwl1cQCY3eWF1w=,13,41,male,9,20101211
BrEuLB9PKDPvwkQXBoeKFAedq/1xj/jqB8UWzbDxzbE=,6,34,male,3,20130930
P5pZTkim4wV3LlAsOsOqrrpo95yy+V52NGgohxpj0wE=,15,0,female,7,20131004
i+DjNClgsjqLUUTMBeGIVS8tZMPPlnu5wh3oPp4P/LQ=,15,30,female,9,20131004
ihVz6/6pKlSj17063v6QZjmdjPPEKOyXr5ZNiHV/UDc=,1,0,,7,20131008
euC+4+50X0dL16meinE2YjZdNPzehGZjUBadQZwTLn0=,10,27,female,9,20131008
MslwLhf908n5IMqwoj83XHFtv1N8wI6zNkXUsUItZYU=,5,21,female,3,20131017
7zUCpq3T8BSflQxbXMeBzsXot6gI+TS1y00qI2cysEk=,15,37,female,9,20080205
TWYIThluRJHCyYg0DuR3GHMPTn0bQ/ZSIEtK9Q95OFA=,4,25,female,9,20080209
FPkpz4tpwT5jfmiGNr8LgG7n07spSEPiA7OrlTIZkkk=,22,24,male,3,20120920
23oNyq8+WdD3wEGj7bLh177i1z1x1P7P2TeX2Laq8zA=,15,34,male,3,20120928
CVrJTMTacQYzi0qOI4Wokekb5QVVBqEW1KnkJLi5ENg=,5,46,female,9,20120929
DaI2W50ZT03F12EciswX4gnmIksR54Cs9rRPHY29kZk=,4,27,female,3,20121005
SxD8ND/ni+YZM/2RrtpG6aR/T3LYzF6NpzZ2BNxXvtI=,22,32,male,3,20121007
SvxXV8Wa8WBh9Rj13Bc4udj+XI+nKJdD6Q8WH/VrXZ8=,6,28,male,7,20121009
gz2yENfkYVT6gA6Hz5xO3gMhvL5KXDGCL9gIx45gYAI=,5,0,,7,20121023
leK7dNp92ZFh7LgmQcIqLCoNipGv1A4mZdGxibfL3C0=,5,19,male,9,20121025
YUq43jwQolU0y5x7lTjLmDftKzl3divPFLbkNnwhScg=,13,31,female,9,20121025
w2gCav6HgqKRyi2C7eMxSMzvgmb7U8Got9bg/TnYlQY=,1,0,,7,20121105
QxMdTUMoN7OYzvGQO7gMOv6RWbrxuBdg8nrFJR7sKUw=,1,0,,7,20101221
J7Yam8nmYG1wjnfwuVOJD9pbWM6ccrr7alEL0ldw8tk=,5,39,female,9,20110102
KnpumjZp1GZH9OVOAU/2XH2KAha9VfGJQxDWT9PQxFQ=,4,0,,7,20110106
EOrr5CG1DGyZI7QlORD++b3RsWBTABr2lI3AkIrvQaA=,5,50,male,9,20110114
7MQBAcfgIU19Es3Z7vIPT6PnTzNAKKRkMOxB8o3S5qg=,1,0,,7,20110120
19PnBp3XSmt/i53i8oFMRzSco4GcGLKNdSG45UtbM7g=,22,30,female,9,20110121
KfoMsfp61V519w/6JAgt4k5+qniWfuFKfY4b2M2uADI=,1,0,,7,20110126
YwOah2hqKhG4ZdpGeolA8nZFvBctPM33+OsO85cvILU=,14,33,female,7,20110204
5O3N5NsNwxiNFjs0CoIWq2nYXq1+qzb2xnebJx7abEA=,1,0,,7,20110206
jZyMvICtm0paRWf2AsEr9LKVOG8gYFn335baSAqkCAY=,6,23,female,9,20110208
+eXcazyMxd6Bk9nA4DjV5MTdgpU/RvZ0gZm2HTu9WXU=,1,0,,7,20110208
hUfJv8pg2Rx/Annagp0StpHudTzOd9z9BibVvtVnYE8=,15,38,male,7,20110210
A3sIArvz6WbqxKYVHdTDwhG25Na8Y87cKIA6Mdr8OHw=,22,47,male,9,20110224
myc1u83oYI9pdcAuC9vhxw4Or+M9golGIvHio4Q2pQ0=,1,0,,7,20110225
cfFYkCsBHyBDmJvHuiu6P/wpCxbln20JPh9SwwzIIr8=,15,29,male,7,20110302
opnoDGpdxvk1ZWIdVOV9uqXpmd/3/pauabizZrUWrDE=,15,31,female,9,20110302
cPnarHjQNU0IlUaTzNXgjHJZearVPjjXnsPAqAshF5M=,5,28,female,7,20110309
K/0uYnP9ee6S2dE3+qu5Eg0SIvDoMTky7uUdTxG68WQ=,1,0,,7,20110312
TbbQKNI/amvhxgmvVoTqk2WbMShmTr0A5zagxyzjTA0=,1,0,,7,20110317
DlgHYmiNJQr5VVqkYFoGexO/mLyL7lfOttCFv65ICuA=,22,23,female,9,20110317
1mLIcr3KuTej13nEnSW6pDjXekZvNlsgCs71dZtI1y0=,13,34,male,7,20110330
dZZzvTYsHPERtxFF3y0m+HQYD1kJvDgUqgsT6l0srMY=,3,25,female,9,20110402
rAaM5v6yXyGcBfoxf5MB2B7v5NP0Z2dRrEDWrDi8Fyc=,22,35,male,9,20110417
w80gzoWydJUplgwa8ZFOLCJa4wg+/NcenZGhdcM58xE=,15,29,male,9,20060424
OsDv4JZBDZJaLXdyfvCj+HW17+iHIHN/xVpJTt3JZGg=,5,29,male,9,20060722
BksLMNpqVc92gCR20D39WEr9skSPe3wtf4YiejUY1/I=,5,45,female,9,20060806
fSG39bA3t1HIuZ3FJQegKlmu8DMn5CH+xZAItH890eU=,13,24,female,9,20060815
ZK5ulmPVAwMLEMCQtyYJ2uFG5JFt/DMbZREFoqEbSuE=,22,49,male,9,20060827
PYSHSjFzku3q3Uq9MnLLoISSF5ysWqlvLFwexFot2UE=,8,31,male,9,20060910
ajI49/lN7KUFlqbBPYgwtQFdtgMKVyPkEl1+nFqMI7U=,13,26,male,9,20061022
xTU+phPukJ2jwpb83soQIihR1e6CH3o4KXDzfkOhqMY=,13,62,male,9,20061206
1Khi4bvI1myUKIdg/ceOfEdA+/gL7OgTF0uufDAIQW0=,14,28,female,9,20061231
uvVctA1vYCnSIjD4vf3ofiwsw5mpzXXn3ww2mGBLGcc=,5,29,male,9,20070109
Zy3puW4YHat/7GcOnQXY2B85iv05PGDjATtI6N0a1lY=,13,25,female,9,20070116
rRT9P5+QdjSrGlz5cgW4tY4CbopHujsZZX3zWDdqcz8=,13,47,female,9,20070129
AYZuPMCABWhp0TCxsRhzzp80DiBOwcuPKy9v6nnC4Tg=,5,42,female,9,20070211
jsaNMqIuI1wKiE3y2GZn9kTQIYlEZNXD2D//OSTmqvQ=,5,44,female,9,20070222
cFtt6dHPCjaIrOWYiEfNoPQJs6bKhLGzlwFksYlmssU=,10,38,male,9,20070325
TLx/33zoYDveJhMGxOc2QgHyNX8zB+P6r8s4yjgR8xQ=,12,33,male,9,20070403
NYwPM8NGZTs6pH5ywoGa/ccK/CoSY6Ca5UiPWdIm/84=,15,32,male,9,20070412
iYJa10KCb4+j9+nI6lgjfqc95rjFXvaKpgbnWc1G4+I=,4,42,female,9,20070417
uaxig3rQHwPYFMVSoBTpGCSzjmBa2wSctUISbDNOHvo=,5,54,male,9,20070428
nguAhXDVmcIku3tm0i81+l54IqoR0LovZZFw836/EKk=,13,49,female,9,20070507
u21Ygx/kyBzsd9aZD4Q8t/gRAZmjiE0r42AKoB51Llg=,4,32,male,9,20070507
R+kZRaPpEBqMZHNwhBqvUHH0P7UOpjgUqE/Z8JbD5CE=,13,36,male,9,20070508
y7vaT75Y57O2xvpXFlgJXCqfrnEJzzyAarhon6/hT+c=,15,27,female,9,20070508
mQ3Yl9Y/UE6eecc30qLF8Ogvxo60ChUM7rq+1uX7WYA=,13,117,male,9,20090430
iFyE5bTg6alyoHS/jvqsWgPxzzYXdq00rf1BTAQZA8c=,21,20,male,9,20090507
/8f0POWp+E+g8w/hkc4rHiIfKjk1zQvPJ6vo1IDlqqg=,6,41,male,9,20090516
mOiUqa0sTd/YcHO1Yod2R/e2x2tGdFlol/z8HeG1EEU=,22,42,female,9,20090519
3WaUaOGlq40k9tcZbPYFtSpaFMAB0lJsHorzfgwkQOo=,8,25,female,9,20090530
pZ35o5tTQo29sQfBSraCzSM4kmhM0E+1af1KCPUvjo0=,13,21,female,9,20090611
i5dzk9OIFhfMleITRBX0K4kbbbDYkNaqa3+8TDTz/ZA=,22,29,male,9,20090616
lyaNwcJG82u0CLFeUkzG8j4lLycYwuo5+7p3F7adczU=,13,21,male,9,20090621
/77edRMjw9lDlywMOwXyRW34Jh//NEBhl+AkgZmRcLs=,6,29,male,9,20090709
Ur2cZXXS5Z4yX5r50s8II7zM2q6PrPaJMwY9FpS7U1g=,8,27,male,9,20090713
L/h9KHgkaaAZIAlPhebUuLabExQRM5kO1L+mGEAxA2s=,14,48,female,9,20090805
ttRxzPQ+aRBWiKPTiQp04X1xpGm0b39F5uqdzirqOkI=,18,33,female,9,20090805
tsg1UDVOmk3ZoOIattw8PMsZqFuIA+BmKlBEAh4jIMw=,11,28,female,9,20090807
jIbOzdPLoLl6YNntyVKlSrw9kLOcLQH7vmePvlSTrfs=,21,21,male,9,20090909
WbWrzDjAFa/q7ouDc5uMLWLZ/VuDDP/tO/scZOHE06c=,4,27,female,9,20091105
mkX8cO4f3+nAb5Qg7ka65nu4rrlDxXaj7XqrRVegbo8=,14,28,female,9,20100108
W2gsmcnSKyVTMJ7WgEZqxg0Tfibx6OeoTgew2XcldoE=,17,31,female,7,20110614
3yC7U28INepHoqdG4b+Pj0y5rLwusKDIRRyR4qJdoig=,13,36,male,9,20110615
hSM5OrfWJ0ndmbc9+YCiJVrHvMkui0Sau8l/E2WA1x4=,15,19,male,9,20110616
egyfuqdDR5M0OVRjbj+4SP0zztb6iLCKmU3yW++050w=,5,31,female,3,20140506
sjWMo+P8yI0DRM8Tea0p0NJUrtm2qmbrpDZ24q+oRZ0=,6,27,male,3,20140515
d+TUW4lTeHO97lFxv/hJ6vYPAG4y0Ug0wGngJRnGldY=,12,24,female,3,20140517
JVlgLpENo5EMWSFv9UJko2rEgXvYQyj6F8e3qyRWgg0=,1,0,,7,20140523
6pSxAcMYR5hOzI4G502uvMFSZlJyJpDv7HymWb7avx8=,1,0,,7,20140527
8auPHUjeoLxozfOaGw1C1al0elKgXXyi7tevrXUdYGU=,1,0,,7,20140605
Dy442spoDoQGufyLXtWCfrqjS9by4TAZk5s0SVH7Fhw=,1,0,,7,20140608
qR6zfUgIhTVGHqmuXCnCiBH+NiK35TsdjctmWpqu3Ww=,4,25,male,3,20150404
QVGFVByRy0WlfZ8ZbKDZHrdGeZJv1a1v3OPXsXvfvRw=,15,17,female,3,20150414
s/zB5JKQV0uT6Sb80iNurYCMD3eEQEeRgQR5HF3u2wo=,1,0,,7,20161116
YpSy8lwNkmbZFuIGJPv/Ytr8Q2ZzjoUU3RqJVDGUSqQ=,15,22,female,9,20161125
bsy4Et0FDFygDRjur+3kIncqMmyol3qy+6ZQbm91mi0=,1,0,,7,20161207
aunnl2D+iBPhK+7gDtt83pDkWsKAq06umAGcSzpQOaw=,1,0,,7,20140513
1TRZCqle6CozKaK7YgD5J7EIhrUWpwM6Bf4U54XnjZY=,4,21,female,9,20140516
BkpYC8oWul4PArTaUn0HTubptPrlH4+wd0G4LEeE+PI=,1,0,,7,20140517
67+MruIhr7b2JyxXiUr37Bb34pSLjKS4Ih1nzG2v2zI=,6,46,male,3,20140518
b52XYiUI4l6zRCaV/21ZiNwafckM0XE42ki+uaDH09A=,13,25,male,9,20140518
uMVDiID9hToAgYO74GPV21fTPQDFfnvztoQG5PedG8M=,1,0,,7,20140518
56IP3dgN/UwkEfUYo6757PxPJR8FVphSjWaTG32NTHM=,1,0,,7,20140529
DQED3S5mON/CnEInAaXsI14T6XScy81/QJmJCSlb5Ww=,14,31,female,4,20161227
h2LoTpkFbcPZXEsyV3Vod1PmZUQDduEs2s38tQvfvvY=,1,0,,7,20161231
Gao8SFTtJaFy6rEbncv6sWhNuMnHKwlrRpHmVvJ2dtA=,1,0,,7,20170103
/WUOMMlCOriO2dCZhiaZAcHmDLBFitAamG0+IC3zAhA=,6,14,female,4,20170115
mTsW0HtlYzACkUTdMMtmzT3EwwpaAz5CE1CQFHxh/Ds=,1,0,,4,20170122
XYhnsYGXZdj7q6xBJAELU6hTt5B+/q6Ybv0z1GrQjeA=,5,41,female,7,20100414
wfy0LzWjAjRMrHJCdLGIw5VR40oaC96yi4CMWB6Ga4M=,14,36,male,7,20100428
5om9JI5HiEy5bSPalWFy0rNVjehbFRhiAZ0LDs0vobo=,5,35,male,7,20100429
wKIFFvA+UifXW2h7B+f4Fl9gOHKaYC6UKXinaksEIZ0=,15,27,male,7,20100506
K+14j9u/EslO6qq31a2XEwf8tSl/6J1vZrJN7pjX9V8=,4,16,male,9,20100508
jlz2aM3Fp6/1QztmSPqjO5+DsChHQslVwn9qJEAsNuY=,6,28,female,9,20100513
FjLy6+uIgAY72YcQkfwESpr0ae6/2is7JAvleCZv1ss=,5,25,female,9,20100520
RcPbSNPnxzjG9lPU490LY3aWHi3C+QJ1gILn9S2jk3w=,1,0,,7,20100521
dV+H0jKUdN6KZy98hhTYZ8LjK7w1l5/i8cMo04ySX9Q=,13,27,female,9,20100525
GGvLfuJOsnLXpBpm/8BHYcFXa01Hr5GU8HruFMBXsXA=,1,0,,7,20100608
uo6Kd3l7weuFPQoS4ML40jM3RXYoqrzstVl/rf6IShA=,4,29,female,9,20100619
QL5a8yIKF84MFtyF5LzEqZvNC/RtKdydTSMYIIziryU=,1,0,,7,20100623
O1QMaW83mBsAj9fKpBOCCJND+z59gvzet4/DJtuDlMA=,14,50,male,7,20100716
2YjhX6xfJ+AA4m/MzuRxbBglvqE7OUehIJ+fJC3/ZJc=,5,40,male,9,20100716
rJS5Ppq8alMaQ9DESDX22NJJjC1tR1vv3tuL7y4E2bQ=,4,33,male,7,20100724
zMkTXyoFC+qWL1WXTGdCq4sZdk1VszzS1ch9PoW22JE=,13,32,female,7,20100726
mG7XTx4ZFsbQxsarv8KTVStnyzSl9XEjAmbq46uvLOg=,1,0,,7,20100730
yYRhR3WXEbxk7Ham0cNYE7zImn2z9IpOOOnUgi5YVPM=,15,30,male,9,20100731
F/qFRpQ/kVS6DkG8jsKxVhL6BgYwjWkxwPIB7/3P2I8=,5,22,male,9,20100802
MW88g7P2o+KvnzSHVpGhDp39aADQ5RTqUnCKs5ydwiI=,13,25,female,9,20100806
r8UqvGLECnJB3QktOvLalbCr7wAMsM2GFbUkWcU+BOs=,3,29,male,7,20100818
m6TpEdePtUIc2bNBUY9n2+TREEJNu27QfqR7KIHo3NY=,12,48,female,9,20100902
yIx+TxJ7O2YxA9fDELR0n28sxfcLbBXlQWW1ZoNsmys=,5,52,male,9,20100911
2/+3K770WqMVTrtHypF95h/PHREpFCRwZvfNnq1gRGs=,1,0,,7,20100917
tsp7Q3ZwX1pSE5LlXeX93wm3mntb3gG+UmIjjPlYTSQ=,1,0,,7,20100924
IczfWWeckiuXS1lTECm1IYNGdKZGRyUNx3aKqJwjnvo=,1,0,,7,20100924
hh90SOQBfB3BEZbFcCrPTQ5UQAkQni7DGbRHYBwnFyI=,1,0,,7,20101006
yKpyld0wp5nXueQux5CnCNLp+uwdtsDvjnuWv6HlRlY=,5,45,male,7,20101012
8kvqP9CsGfZcH23AcY+hRMxkxJ440MsUfPuMNTMaE+Q=,1,0,,7,20101015
lE6gA2HKu+eFlB4grdPCIP3AM5855dErf5dqjUn05Os=,5,18,female,3,20150812
7dK98EJZGRTuewLMAUG3/kwFYTWLjhG05G7jlI8gbL0=,1,0,,7,20150816
Cyw5yUkp9CpMV8dA05hq4t/YEq5k/HeGq7lXvDmZ7Fk=,1,0,,7,20150816
CeYcynH1L5vfURduBSS3vHP1/1xwY86IZtm3oBjXBNk=,1,0,,7,20150818
2D1W83PQzB8Kf00oPHp4VwBuLTTLv80uH9w1hOk8ocI=,1,0,,7,20150818
ipMJ8W0aM3sGH2BhAmMBLbmHNawZ2IiOSA0MEA7AeY8=,1,0,,7,20150820
AP0APEAtf2XttVjf97ZhmuwMZr4woX166V2Q4AQGtiM=,1,0,,7,20150822
yXdRxe4QIH79KuJoV4JSdp29132cGSnExxL5YJ6Sc+w=,13,0,,9,20150824
N3FUWTSv17v0sTf0vlCSdVQ399WJ4tgtxZE6bsoQSq4=,4,18,male,7,20150827
wzi3FJm3idFdGONkSg+ERl4SwHNHN3jlmcNfhgnzFd4=,4,24,female,3,20150901
QWXWohwP2Gy6ki7HvXK5P9ks0GnDY07qTfBKvqLJE/c=,6,20,female,9,20150902
ZBFklQjWe7lOIUDE7gHyVGfIgd4PwJg6e9DwmxKVaj8=,13,29,female,7,20150903
6ZcXu22XkiCu9SRdH+wfVO5o5a+iNTdYBhw952AeS44=,1,0,,7,20150904
jUSy0/NNJ2tAfREuvSETtx++wrLZ6tnAd8oUdxpB5FM=,1,0,,7,20150904
ox3FZF9A/zIzFGFGphcMhEnJF3oSOT1KfoqvuOjQS0s=,1,0,,7,20150904
skDHsQmjF8m2hfo0X9FeI1HzcJAQJF6r8VxLceL4u9s=,1,0,,7,20150908
/o4WCira8BHXxad1u/GObBPAQ0D11VtJT1WrMO7xm0U=,1,0,,7,20150912
oKMHFr1nozVUOW4TP9bcbtVhgCt5gh+22fJ1mUXx9eM=,1,0,,7,20150916
QGaFIiqfUJMwLX81Tux1ea1uibNBB+HTiUCVOCnGmkQ=,1,0,,7,20150923
Kskx0uAjrYfW7RulGhaSTBL4+e6+8sqawCQg0smgTJM=,1,0,,7,20150927
BzknhJFnqsqz4VFucIlCpl5jKMYV9MZfiFxdJy4aLYo=,1,0,,7,20161228
a7zdUockBuiUb8icAj8fIza2tlIKwkpahg44k6ide9E=,17,41,female,7,20170119
iMtV0KCrjkVCSy3/QQ2PcSVrCf0AOxQP3kfDUC/5wvc=,4,23,male,9,20110615
vrtUQHTr/uAjxJIxfygTJkixPHoVuOR20WkeEfkJv6o=,1,0,,7,20110617
j0UC3psD0sXMiOIJkr7IxfY3nB+KXxpDAKsjUudwzAY=,1,0,,7,20140503
0VzO0stg+RIH1fsS8Jz59sFW7bh3P8G1hNSU9qw6LDY=,15,32,female,9,20140514
7Duzn/m2eQrbug9iShbuotMsyToF8csT2ZU0u66uZEY=,14,35,female,7,20140516
UfHY0gclG13DzwyNAgtP3zHfabEE3ZbsFX//rEWvZwE=,15,34,male,7,20140601
hCkyOrKx49AiXLj+NHdvHM0mh6YCzrDT1jAbIuQVnY4=,20,44,female,9,20140608
wPALNaDmtlpTLSCjhGm48QtXqJ569PPQyB0ndGtfr0U=,4,44,female,7,20140615
lJxRAZo0nDRqrzfft4nic2jcISpwzjFF6TAjcD2i/9E=,13,25,male,9,20140621
EXbAX/DtXrk9EcgSJeDMmRMm8hlPkBwijv5y1RhwKtE=,1,0,,7,20140623
hZgUutgohZATtHuQ6U5ne8y8lnZkTw+a0hrmfRmD6No=,1,0,,4,20170105
GXNXqYyUmonhxnnz/wm5ZnjZPjnb1BE+lhldDAIxAHM=,3,19,male,4,20170108
KvSu8eZtIrcinYfcB83s2npeJA0+zNkg5C5iGhpyPKs=,1,35,female,3,20170109
6D5gjwHh9NwOzk5jzwNRbWY9x0Z8iXRMbDAkls0uZNY=,15,0,,4,20170109
4PFF9aF29OcDialcWRwJnBoImTNZByteb74hOx6e+ZQ=,1,0,,7,20170112
xbdFdy30eUeXPgM3uEi8eA3hp29Q1U+FJfiJCjFVS4U=,14,32,male,7,20110622
VeHgRrMCuYJj9VdcsRGC3ne69S+alG5Y77NnKeb1hFo=,22,21,female,7,20110624
7tVj9Q4naxWva4MT+FLmSCiE3ivf76Z2EHYWRG0lR3s=,14,32,male,7,20110628
iuqoDM0IwIpVlGeviSs2UX0RQHUyOceEAT1b8//WJ6o=,1,0,,7,20110708
Vk7coWA2ZgHy3WXHh5MkYa2yz/aZbPERZeY/Zo68VHo=,5,35,male,9,20110712
9zQUHfv8Z4syu7YsOPo9LXCuHKBPZvptNtrjc1I2erE=,14,19,female,7,20110714
0d4m6vQDuSYL3z2T+wDPtSAVbNEQkj2tjd0ZxmOKRqc=,5,35,male,9,20110714
JB0hSi1J4RRWEB2WbppbDwWtPzUXhrUivEx9Of29DaA=,1,0,,7,20110717
z74GObvJ6X9fsKLUEfw0NTsEhweB000YXfnB7WAn6X0=,1,0,,7,20110721
NDccqYIqKSeFiqUkAsq+07r/CvGrppGi2F44MmfsEaI=,12,21,male,9,20110725
em1qYQXIdwbSQMSinhp90jSarhjlxt4B+JP8F+BIEJM=,1,0,,7,20110801
qfyuci0ex9tsqn1ER31E/ZabmcEY40ZFtO8CZsRiJo8=,5,30,female,9,20110821
jxD6MLuW/0YMptrD08SHGQOm23gCrg9cbc0+8a765/4=,1,0,,7,20161227
zTcOvSmSBbe4hPj36YFJRTV5wIZqxtZYIzDAevoHsvc=,1,0,,7,20170120
wx/lYlk8d6aRWSk7lHRPLeZP4HdB2Z+qQf4FIhnmtns=,1,31,male,4,20161231
FrABFdbCq76iZjbD7DRF3D+B88vAXqQmLVOyPX0lvN4=,5,53,male,9,20100210
qmC62ceimvaFP3r+/YaqwAuDGdgVCYGnAQ7gltcy0N0=,1,0,,7,20130716
Hm7JpIC7J3RwMRZAKrnMUMH4PdrjLVRqYDQBa7WeQag=,17,24,female,9,20110921
Fd9ytBlzV9gAK04erjFgruQBuE8h8bXPXNN+iKxVVVQ=,1,0,,7,20110923
ThcSo9LIQeP472a094Vcoi38uTuc15iGGwlcamSVRh4=,13,23,male,7,20110927
SbZr9odXZM6nBuStS11T7iqq8rUbXR5L5NU5hwKdfXA=,22,23,female,9,20110930
532gZFZsOZWt+/Xi/qcXZLaE16kf8klnJ81SOKSaYw0=,1,0,,7,20111004
i73ufZSjIaOdy63c/ZyzUIs8CWIUIjn8soKF6n0m4mM=,8,28,male,9,20111014
D4Rzr1Hvj9OFfAs7M9bdSFEtuZXmuN2QMrkgjegtVXA=,1,0,,7,20141021
BiXYtdzJqO4/bLa1b7dL33kFJO6l0vPbC178k7GpLnA=,12,0,,9,20141022
Rh4kEZT9ecWwaznJd5v/XB2XAdGzh7M4ODacqfwjJVo=,1,0,,9,20141029
OH0s2pYw5d8ueMnIfAUxQMr78mfJiCBZeombIHLKvHw=,1,0,,7,20141030
qJkoxLG6MP332WA4VpFQ/c6mKVS/6wyGfyPZy897K1k=,15,25,female,9,20141110
AH+q8BSMPVLGVAMsEaRIOHqH8n5jFuwHMt+XDvR8U1Y=,13,0,,9,20141112
PjBCDTGeiqnaIlN0zFj9xvwgP9liDHvkwccv9BIDIFA=,13,21,female,7,20141115
szgEhQhnJEh5ts1RzpTd1jdNMy2tcTB8NRpKmKhzz50=,12,20,male,3,20141117
L7fpLteK5tOIKjAZKlXpYF/nTBTesfyhjMipBguxjhs=,13,53,male,9,20070609
EcpQTma1Qdgx4vmCenY1T1dk5MSJabFHaEAZny4e7Zo=,13,24,female,9,20070616
+OQ8X0rnnrPOUvtABzE+MRE9zqSjTzSrI42qawMQ2uU=,14,32,male,9,20070715
/hGYNf99W4aSsgBOw+VbuR/BCJJFSBIMOGlxLkscBuY=,5,33,female,9,20070803
AgezwfirSFXPmH+AskL0+xuPv1+IMlWisfLpssxC1po=,13,31,female,9,20071014
CoKRY9/oi0C5qUnTH4WmSx661C5UlqAn2LB+B1C4H48=,4,41,male,9,20071115
4eG91S4fsqQACtOUFRV030HsGpkK3LSrCUDY4H4QY3U=,22,29,male,9,20080108
GHb6qWESLziMP5v8aJsJLnooqpoVBWVER/nHTnolFuk=,1,0,,7,20150823
QPU8LMDC18iM7UfhHsaJ7Jl7Qi+n6HoxS2DNoDqBZTA=,15,20,female,9,20150824
5sRzqsc1worJVopRT9+hnF1C6cOYE8HaE0V0wK5vCDQ=,1,0,,7,20150825
6+yGWoHdHNoDjK8RZrQ29Lw3Z+QSEGbkOQj5hbcb6gs=,1,0,,7,20150827
sU8sMZPjR83x81jjMcfSVNIHrJlh1Q5rJ6FJUZCp5hg=,1,0,,7,20150831
ttQPaot1QpA3vSKqvZglPZxTB4csOXFd4RoPOtnN9BQ=,15,32,female,9,20150905
/ldIQIKxV5hzj1r8VvhE40vGmqVb+SVCA9gLeXk1vQA=,1,0,,7,20150905
Re4huQ5YVSbeKyhzQ+5itIKMmRERgW8zknyG4C/IZ9A=,1,0,,7,20150910
T0EMB2IyI6QlkZeNRYgfFehgHxOFdL11iUBmHI1mbRI=,1,0,,7,20150911
